,INVOICE CODE,ACCOUNT URL,AMOUNT,COMMISSIONS (USD)
856,FDEUR127753,Archivist srl,381.3,95.32
857,FDEUR130762,Archivist srl,381.3,95.32
858,FDEUR133874,Archivist srl,381.3,95.32
859,FDEUR136901,Archivist srl,381.3,95.32
860,FDEUR139842,Archivist srl,381.3,95.32
861,FDEUR143074,Archivist srl,381.3,95.32
862,FDEUR146322,Archivist srl,381.3,95.32
863,FDEUR149789,Archivist srl,381.3,95.32
864,FDEUR153151,Archivist srl,381.3,95.32
865,FDEUR156440,Archivist srl,381.3,95.32
866,FDEUR159820,Archivist srl,381.3,95.32
867,FDEUR162982,Archivist srl,381.3,95.32
868,FDEUR25906,Archivist srl,295.2,73.8
869,FDEUR27486,Archivist srl,295.2,73.8
870,FDEUR29239,Archivist srl,295.2,73.8
871,FDEUR30996,Archivist srl,295.2,73.8
872,FDEUR32877,Archivist srl,295.2,73.8
873,FDEUR34650,Archivist srl,295.2,73.8
874,FDEUR36525,Archivist srl,295.2,73.8
875,FDEUR38405,Archivist srl,295.2,73.8
876,FDEUR40257,Archivist srl,295.2,73.8
877,FDEUR42163,Archivist srl,295.2,73.8
878,FDEUR44107,Archivist srl,295.2,73.8
879,FDEUR46100,Archivist srl,295.2,73.8
880,FDEUR48158,Archivist srl,295.2,73.8
881,FDEUR50118,Archivist srl,295.2,73.8
882,FDEUR52335,Archivist srl,295.2,73.8
883,FDEUR54536,Archivist srl,295.2,73.8
884,FDEUR56775,Archivist srl,295.2,73.8
885,FDEUR58997,Archivist srl,295.2,73.8
886,FDEUR61240,Archivist srl,295.2,73.8
887,FDEUR63485,Archivist srl,295.2,73.8
888,FDEUR65762,Archivist srl,295.2,73.8
889,FDEUR67964,Archivist srl,295.2,73.8
890,FDEUR70222,Archivist srl,295.2,73.8
891,FDEUR71456,Archivist srl,23.37,5.84
892,FDEUR71621,Archivist srl,81.18,20.29
893,FDEUR72573,Archivist srl,492.0,123.0
894,FT-11278,TecnoFerrari,619.92,154.98
895,FDEUR79379,adamcashmanagement,34.44,8.61
896,FDEUR82782,adamcashmanagement,3247.2,811.8
897,FDEUR112382,adamcashmanagement,3247.2,811.8
898,FDEUR147748,adamcashmanagement,3247.2,811.8
899,FDEUR169177,adamcashmanagement,134.07,33.51
900,FDEUR28184,adamcashmanagement,307.5,76.87
901,FDEUR29938,adamcashmanagement,307.5,76.87
902,FDEUR31745,adamcashmanagement,2952.0,738.0
903,FDEUR55429,adamcashmanagement,2952.0,738.0
904,FDEUR25798,Tweppy,49.2,12.3
905,FDEUR27395,Tweppy,49.2,12.3
906,FDEUR26681,Tweppy,98.4,24.6
907,255294,Soisy,531.36,132.84
908,227477,Soisy,531.36,132.84
909,233312,Soisy,531.36,132.84
910,238767,Soisy,531.36,132.84
911,244256,Soisy,531.36,132.84
912,249714,Soisy,531.36,132.84
913,FDEUR30850,Enetecss,1889.28,472.32
914,FDEUR54363,Enetecss,1889.28,472.32
915,FDEUR63718,Enetecss,309.96,77.49
916,FDEUR81643,Enetecss,2361.6,590.4
917,FDEUR111045,Enetecss,2361.6,590.4
918,FDEUR146083,Enetecss,2361.6,590.4
919,219263,messinaline.it,428.04,107.01
920,218946,Ignazio Messina & C S.p.A.,0.0,0.0
921,219266,Ignazio Messina & C S.p.A.,428.04,107.01
922,240125,FidoCommercialista,263.22,65.8
923,211489,newaccount1608390207880,241.08,60.27
924,211710,newaccount1608390207880,70.11,17.52
925,217632,newaccount1608390207880,241.08,60.27
926,223644,newaccount1608390207880,167.28,41.82
927,223857,newaccount1608390207880,46.74,11.68
928,223859,newaccount1608390207880,1784.73,446.18
929,253698,Comifer,47.97,11.99
930,207486,Comifer,143.91,35.97
931,219794,Comifer,0.0,0.0
932,213594,Comifer,143.91,35.97
933,225811,Comifer,0.0,0.0
934,231742,Comifer,47.97,11.99
935,237156,Comifer,47.97,11.99
936,242644,Comifer,47.97,11.99
937,248111,Comifer,47.97,11.99
938,FD318072,Gyster,2.0,0.5
939,FD318080,Gyster,1.0,0.25
940,FD319886,Gyster,29.0,7.25
941,FD334064,Gyster,29.0,7.25
942,FD348439,Gyster,29.0,7.25
943,FD362547,Gyster,29.0,7.25
944,FD318936,Ecomaratona del Chianti,19.0,4.75
945,FD448220,Ecomaratona del Chianti,7.0,1.75
946,FD452551,Ecomaratona del Chianti,25.0,6.25
947,FD468363,Ecomaratona del Chianti,25.0,6.25
948,FD484267,Ecomaratona del Chianti,25.0,6.25
949,FD500612,Ecomaratona del Chianti,25.0,6.25
950,201926,Ariap spa,1926.18,481.54
951,234760,Ariap spa,468.63,117.15
952,FCL39294,Persechini,0.0,0.0
953,FCL43310,Persechini,0.0,0.0
954,FCL48080,Persechini,0.0,0.0
955,FCL52965,Persechini,0.0,0.0
956,FCL57802,Persechini,0.0,0.0
957,FCL62993,Persechini,0.0,0.0
958,FCL68755,Persechini,0.0,0.0
959,FCL74455,Persechini,0.0,0.0
960,FCL81167,Persechini,0.0,0.0
961,FCL87650,Persechini,0.0,0.0
962,FCL94884,Persechini,0.0,0.0
963,FCL103475,Persechini,0.0,0.0
964,FCL112123,Persechini,0.0,0.0
965,FCL121782,Persechini,0.0,0.0
966,FCL131724,Persechini,0.0,0.0
967,FCL142608,Persechini,0.0,0.0
968,FCL162456,Persechini,0.0,0.0
969,FCL176827,Persechini,0.0,0.0
970,FCL191742,Persechini,0.0,0.0
971,FCL205890,Persechini,0.0,0.0
972,FCL216582,Persechini,0.0,0.0
973,FCL227061,Persechini,0.0,0.0
974,FCL237986,Persechini,0.0,0.0
975,FCL248820,Persechini,0.0,0.0
976,FCL258984,Persechini,0.0,0.0
977,FCL270003,Persechini,0.0,0.0
978,195098,mauriziopossenti@btcswiss.com,71.34,17.83
979,200748,mauriziopossenti@btcswiss.com,71.34,17.83
980,219196,mauriziopossenti@btcswiss.com,71.34,17.83
981,206811,mauriziopossenti@btcswiss.com,71.34,17.83
982,213038,mauriziopossenti@btcswiss.com,71.34,17.83
983,225139,mauriziopossenti@btcswiss.com,0.0,0.0
984,228751,mauriziopossenti@btcswiss.com,131.61,32.9
985,190240,pagarapido,95.94,23.98
986,196395,pagarapido,95.94,23.98
987,202215,pagarapido,95.94,23.98
988,208199,pagarapido,95.94,23.98
989,214281,pagarapido,95.94,23.98
990,220618,pagarapido,95.94,23.98
991,226444,pagarapido,95.94,23.98
992,232411,pagarapido,95.94,23.98
993,237838,pagarapido,95.94,23.98
994,243237,pagarapido,95.94,23.98
995,248785,pagarapido,95.94,23.98
996,254350,pagarapido,95.94,23.98
997,FDEUR18484,Nethex,215.25,53.81
998,FDEUR19422,Nethex,24.6,6.15
999,FDEUR19838,Nethex,215.25,53.81
1000,FDEUR21481,Nethex,215.25,53.81
1001,FDEUR22971,Nethex,215.25,53.81
1002,FDEUR24549,Nethex,215.25,53.81
1003,FDEUR26109,Nethex,215.25,53.81
1004,FDEUR27737,Nethex,215.25,53.81
1005,FDEUR29483,Nethex,215.25,53.81
1006,FDEUR31256,Nethex,215.25,53.81
1007,FDEUR33137,Nethex,215.25,53.81
1008,FDEUR34928,Nethex,215.25,53.81
1009,FDEUR36764,Nethex,215.25,53.81
1010,FDEUR38658,Nethex,215.25,53.81
1011,FDEUR40531,Nethex,215.25,53.81
1012,FDEUR42416,Nethex,215.25,53.81
1013,FDEUR44395,Nethex,215.25,53.81
1014,FDEUR46372,Nethex,215.25,53.81
1015,FDEUR48422,Nethex,215.25,53.81
1016,255076,Giordano Shop,263.22,65.8
1017,192950,Giordano Shop,62.73,15.68
1018,197373,Giordano Shop,93.48,23.37
1019,197375,Giordano Shop,72.57,18.14
1020,197379,Giordano Shop,91.02,22.75
1021,202992,Giordano Shop,193.11,48.27
1022,204043,Giordano Shop,39.36,9.84
1023,208676,Giordano Shop,2.46,0.61
1024,209031,Giordano Shop,286.59,71.64
1025,215115,Giordano Shop,286.59,71.64
1026,221304,Giordano Shop,286.59,71.64
1027,227254,Giordano Shop,286.59,71.64
1028,233117,Giordano Shop,286.59,71.64
1029,238522,Giordano Shop,263.22,65.8
1030,244049,Giordano Shop,263.22,65.8
1031,249493,Giordano Shop,263.22,65.8
1032,FSEUR20409,hitec solutions s.r.l.,184.5,46.12
1033,FSEUR21088,hitec solutions s.r.l.,184.5,46.12
1034,FD260269,ratioformit,960.0,240.0
1035,FD305715,ratioformit,678.0,169.5
1036,173025,Hegoone,0.0,0.0
1037,210973,Hegoone,0.0,0.0
1038,173029,Hegoone,1712.16,428.04
1039,172457,Covema Vernici,856.08,214.02
1040,244215,Covema Vernici,856.08,214.02
1041,FSEUR18655,andrea.corbo,1771.2,442.8
1042,FD1036334,netgate 2.0 snc,1.0,0.25
1043,FD1037679,netgate 2.0 snc,15.0,3.75
1044,FD1056953,netgate 2.0 snc,15.0,3.75
1045,FD1076289,netgate 2.0 snc,15.0,3.75
1046,FD1096607,netgate 2.0 snc,15.0,3.75
1047,FD1117232,netgate 2.0 snc,15.0,3.75
1048,FD1138303,netgate 2.0 snc,15.0,3.75
1049,FD1160058,netgate 2.0 snc,15.0,3.75
1050,FD1180482,netgate 2.0 snc,15.0,3.75
1051,FD1200510,netgate 2.0 snc,15.0,3.75
1052,FD1221839,netgate 2.0 snc,15.0,3.75
1053,FD1243648,netgate 2.0 snc,15.0,3.75
1054,FD1265564,netgate 2.0 snc,15.0,3.75
1055,FD1287777,netgate 2.0 snc,15.0,3.75
1056,FD1309785,netgate 2.0 snc,15.0,3.75
1057,FD1331804,netgate 2.0 snc,15.0,3.75
1058,FD1346823,netgate 2.0 snc,175.0,43.75
1059,FSEUR18733,TIM retail,3084.84,1079.69
1060,FSEUR19072,TIM retail,507.99,177.79
1061,174668,Digitelematica SRL,664.2,166.05
1062,FD1382788,conte,932.0,233.0
1063,FD859720,conte,7200.0,1800.0
1064,FD1220907,conte,0.0,0.0
1065,FD1081561,conte,7200.0,1800.0
1066,FD800597,conte,173.0,43.25
1067,FD1337991,conte,932.0,233.0
1068,FD1360152,conte,932.0,233.0
1069,FD271671,conte,6720.0,1680.0
1070,FD299022,conte,437.0,109.25
1071,FD456889,conte,7200.0,1800.0
1072,FD456891,conte,7200.0,1800.0
1073,FD655499,conte,7200.0,1800.0
1074,FW5651,Proximanetwork,7837.56,1959.39
1075,FSEUR17138,erogasmet spa,885.6,221.4
1076,FSEUR17781,Unione dei Comuni della Bassa Romagna,5313.6,1328.4
1077,115463,Vincitù SRL,884.37,221.09
1078,203071,Vincitù SRL,552.27,138.06
1079,203072,Vincitù SRL,361.62,90.4
1080,238608,Vincitù SRL,913.89,228.47
1081,FSEUR15356,Next Digital Wave Srl,20261.79,5065.44
1082,FSEUR17762,Next Digital Wave Srl,4554.69,1138.67
1083,FSEUR19214,Next Digital Wave Srl,1451.4,362.85
1084,FSEUR21046,Next Digital Wave Srl,255.84,63.96
1085,FSEUR19533,Atlantia SPA,0.0,0.0
1086,FSEUR20175,Atlantia SPA,14022.0,3505.5
1087,FSEUR16386,Facile.it,1107.0,276.75
1088,FSEUR18712,Facile.it,806.88,201.72
1089,FSEUR15353,Planet Smart City,5387.4,1885.59
1090,154024,DiceWorld srl,856.08,214.02
1091,217823,DiceWorld srl,0.0,0.0
1092,246184,DiceWorld srl,47.97,11.99
1093,248510,DiceWorld srl,0.0,0.0
1094,FSEUR15086,Angel Company,2330.85,582.71
1095,FW3162,Cysea cyber security,2036.88,712.9
1096,FSEUR13718,Lyreco,4118.04,1029.51
1097,FDEUR79651,Digiteck S.r.l.,118.08,29.52
1098,FDEUR86769,Digiteck S.r.l.,118.08,29.52
1099,FDEUR93993,Digiteck S.r.l.,118.08,29.52
1100,FDEUR101343,Digiteck S.r.l.,118.08,29.52
1101,FDEUR12215,Digiteck S.r.l.,118.08,29.52
1102,FDEUR15729,Digiteck S.r.l.,118.08,29.52
1103,FDEUR19684,Digiteck S.r.l.,118.08,29.52
1104,FDEUR24446,Digiteck S.r.l.,118.08,29.52
1105,FDEUR29387,Digiteck S.r.l.,118.08,29.52
1106,FDEUR34799,Digiteck S.r.l.,118.08,29.52
1107,FDEUR40419,Digiteck S.r.l.,118.08,29.52
1108,FDEUR52515,Digiteck S.r.l.,118.08,29.52
1109,FDEUR59168,Digiteck S.r.l.,118.08,29.52
1110,FDEUR46273,Digiteck S.r.l.,118.08,29.52
1111,FDEUR24101,Digiteck S.r.l.,118.08,29.52
1112,FDEUR65940,Digiteck S.r.l.,118.08,29.52
1113,FDEUR72753,Digiteck S.r.l.,118.08,29.52
1114,90402,325038114903999,58.0,14.5
1115,90406,325038114903999,29.0,7.25
1116,96078,325038114903999,87.0,21.75
1117,106015,325038114903999,87.0,21.75
1118,132834,325038114903999,87.0,21.75
1119,161128,325038114903999,0.0,0.0
1120,FDEUR78710,ONDALUNGA,123.0,30.75
1121,FDEUR81152,ONDALUNGA,123.0,30.75
1122,FDEUR83520,ONDALUNGA,123.0,30.75
1123,FDEUR85846,ONDALUNGA,123.0,30.75
1124,FDEUR88224,ONDALUNGA,123.0,30.75
1125,FDEUR90666,ONDALUNGA,123.0,30.75
1126,FDEUR93037,ONDALUNGA,123.0,30.75
1127,FDEUR95795,ONDALUNGA,0.0,0.0
1128,FDEUR97010,ONDALUNGA,93.48,23.37
1129,FDEUR99523,ONDALUNGA,93.48,23.37
1130,FDEUR102025,ONDALUNGA,93.48,23.37
1131,FDEUR104553,ONDALUNGA,93.48,23.37
1132,FDEUR106911,ONDALUNGA,93.48,23.37
1133,FDEUR109594,ONDALUNGA,93.48,23.37
1134,FDEUR112207,ONDALUNGA,140.22,35.05
1135,FDEUR120319,ONDALUNGA,140.22,35.05
1136,FDEUR128757,ONDALUNGA,140.22,35.05
1137,FDEUR137984,ONDALUNGA,140.22,35.05
1138,FDEUR74185,ONDALUNGA,123.0,30.75
1139,FDEUR13137,ONDALUNGA,153.75,38.43
1140,FDEUR14288,ONDALUNGA,153.75,38.43
1141,FDEUR15520,ONDALUNGA,153.75,38.43
1142,FDEUR16763,ONDALUNGA,153.75,38.43
1143,FDEUR18103,ONDALUNGA,153.75,38.43
1144,FDEUR19456,ONDALUNGA,153.75,38.43
1145,FDEUR19784,ONDALUNGA,23.37,5.84
1146,FDEUR20821,ONDALUNGA,184.5,46.12
1147,FDEUR22299,ONDALUNGA,184.5,46.12
1148,FDEUR23823,ONDALUNGA,184.5,46.12
1149,FDEUR25405,ONDALUNGA,184.5,46.12
1150,FDEUR27045,ONDALUNGA,184.5,46.12
1151,FDEUR28676,ONDALUNGA,184.5,46.12
1152,FDEUR30486,ONDALUNGA,184.5,46.12
1153,FDEUR32302,ONDALUNGA,184.5,46.12
1154,FDEUR34112,ONDALUNGA,184.5,46.12
1155,FDEUR35907,ONDALUNGA,184.5,46.12
1156,FDEUR37813,ONDALUNGA,184.5,46.12
1157,FDEUR39679,ONDALUNGA,184.5,46.12
1158,FDEUR41538,ONDALUNGA,184.5,46.12
1159,FDEUR43519,ONDALUNGA,184.5,46.12
1160,FDEUR45473,ONDALUNGA,153.75,38.43
1161,FDEUR47516,ONDALUNGA,153.75,38.43
1162,FDEUR51614,ONDALUNGA,153.75,38.43
1163,FDEUR53911,ONDALUNGA,153.75,38.43
1164,FDEUR56114,ONDALUNGA,153.75,38.43
1165,FDEUR58290,ONDALUNGA,153.75,38.43
1166,FDEUR60501,ONDALUNGA,153.75,38.43
1167,FDEUR62823,ONDALUNGA,153.75,38.43
1168,FDEUR65048,ONDALUNGA,123.0,30.75
1169,FDEUR67255,ONDALUNGA,123.0,30.75
1170,FDEUR69528,ONDALUNGA,123.0,30.75
1171,FDEUR71798,ONDALUNGA,123.0,30.75
1172,FDEUR76512,ONDALUNGA,123.0,30.75
1173,FW10641,barkibu,73.8,18.45
1174,FW2774,barkibu,269.37,67.34
1175,FW3550,barkibu,0.0,0.0
1176,FW3562,barkibu,0.0,0.0
1177,FW3563,barkibu,0.0,0.0
1178,FW3854,barkibu,269.37,67.34
1179,FW4296,barkibu,62.73,15.68
1180,FW5105,barkibu,373.92,93.48
1181,FW7167,barkibu,656.82,164.2
1182,FW6447,barkibu,373.92,93.48
1183,FSEUR13730,Poltrona Frau,921.27,322.44
1184,FSEUR14319,Poltrona Frau,921.27,322.44
1185,FSEUR14891,Poltrona Frau,921.27,322.44
1186,FSEUR15454,Poltrona Frau,921.27,322.44
1187,FSEUR16131,Poltrona Frau,921.27,322.44
1188,FSEUR17294,Poltrona Frau,10544.79,3690.67
1189,FSEUR16988,Poltrona Frau,442.8,154.98
1190,FSEUR13524,Autotorino,191.88,47.97
1191,FSEUR14134,Autotorino,191.88,47.97
1192,FSEUR14692,Autotorino,191.88,47.97
1193,FSEUR15281,Autotorino,191.88,47.97
1194,FSEUR15898,Autotorino,191.88,47.97
1195,FSEUR16099,Autotorino,14259.39,3564.84
1196,FSEUR17190,Autotorino,1717.08,429.27
1197,FDEUR11220,2k systems,1476.0,369.0
1198,FDEUR17781,2k systems,62.73,15.68
1199,FDEUR29111,2k systems,1771.2,442.8
1200,FDEUR50408,2k systems,19.68,4.92
1201,FDEUR52213,2k systems,2066.4,516.6
1202,FDEUR79337,2k systems,2066.4,516.6
1203,FDEUR84861,2k systems,239.85,59.96
1204,FDEUR108469,2k systems,2361.6,590.4
1205,FDEUR124938,2k systems,0.0,0.0
1206,FDEUR138894,2k systems,31.98,7.99
1207,FDEUR142889,2k systems,2656.8,664.2
1208,FDEUR153379,2k systems,218.94,54.73
1209,FW2593,newaccount1615384022899,2902.8,725.7
1210,FRELEASE77028,Gesforma,12.0,3.0
1211,FRE602,Gesforma,0.0,0.0
1212,FRELEASE4157,Gesforma,0.0,0.0
1213,FRELEASE18723,Gesforma,12.0,3.0
1214,FRELEASE24366,Gesforma,12.0,3.0
1215,FRELEASE30910,Gesforma,12.0,3.0
1216,FRELEASE38393,Gesforma,12.0,3.0
1217,FRELEASE44751,Gesforma,12.0,3.0
1218,FRELEASE56378,Gesforma,12.0,3.0
1219,FRELEASE62731,Gesforma,12.0,3.0
1220,FRELEASE69253,Gesforma,12.0,3.0
1221,90434,302081282358902,35.67,8.91
1222,106144,302081282358902,0.0,0.0
1223,132979,302081282358902,0.0,0.0
1224,161284,302081282358902,0.0,0.0
1225,FW1113,Avvera S.p.a.,571.95,200.18
1226,FW952,Avvera S.p.a.,428.04,149.81
1227,FSEUR11193,Logotel,1623.6,405.9
1228,FSEUR18877,Logotel,33.21,8.3
1229,FSEUR18876,Logotel,100.86,25.21
1230,FSEUR19759,Logotel,1429.26,357.31
1231,FSEUR10414,Upgrade srl,6642.0,1660.5
1232,FSEUR12061,Upgrade srl,522.75,130.68
1233,FSEUR17008,Upgrade srl,0.0,0.0
1234,FSEUR15333,Upgrade srl,322.26,80.56
1235,FSEUR17605,Upgrade srl,39.36,9.84
1236,FSEUR18233,Upgrade srl,8767.44,2191.86
1237,FSEUR19866,Upgrade srl,833.94,208.48
1238,FSEUR10262,CleverMind Srl,127.92,31.98
1239,FSEUR10783,CleverMind Srl,127.92,31.98
1240,77017,285423000000000,29.0,7.25
1241,78007,285423000000000,24.0,6.0
1242,82273,285423000000000,58.0,14.5
1243,87667,285423000000000,58.0,14.5
1244,88850,285423000000000,54.0,13.5
1245,90190,285423000000000,0.0,0.0
1246,93137,285423000000000,156.21,39.05
1247,99102,285423000000000,156.21,39.05
1248,119697,285423000000000,156.21,39.05
1249,126981,285423000000000,25.83,6.45
1250,147402,285423000000000,191.88,47.97
1251,153663,285423000000000,27.06,6.76
1252,160481,285423000000000,18.45,4.61
1253,166505,285423000000000,3.69,0.92
1254,167129,285423000000000,0.0,0.0
1255,167127,285423000000000,301.35,75.33
1256,168485,285423000000000,3.69,0.92
1257,173239,285423000000000,319.8,79.95
1258,179487,285423000000000,322.26,80.56
1259,185759,285423000000000,248.46,62.11
1260,192082,285423000000000,169.74,42.43
1261,197220,285423000000000,167.28,41.82
1262,204017,285423000000000,167.28,41.82
1263,210083,285423000000000,167.28,41.82
1264,216214,285423000000000,167.28,41.82
1265,222312,285423000000000,167.28,41.82
1266,228192,285423000000000,167.28,41.82
1267,234017,285423000000000,167.28,41.82
1268,233953,285423000000000,0.0,0.0
1269,235792,285423000000000,23.37,5.84
1270,235793,285423000000000,23.37,5.84
1271,238379,285423000000000,7.38,1.84
1272,239646,285423000000000,34.44,8.61
1273,239434,285423000000000,238.62,59.65
1274,244931,285423000000000,214.02,53.5
1275,245751,285423000000000,29.52,7.38
1276,250417,285423000000000,249.69,62.42
1277,FSEUR21269,SANLORENZO SPA,980.31,245.07
1278,FSEUR10431,SANLORENZO SPA,6934.74,1733.68
1279,FSEUR17121,SANLORENZO SPA,6934.74,1733.68
1280,FSEUR10236,Angel Company,14760.0,3690.0
1281,FSEUR16451,Angel Company,0.0,0.0
1282,FSEUR15025,Angel Company,25.83,6.45
1283,FSEUR17585,Angel Company,14760.0,3690.0
1284,FS5933,Cellular Italia S.p.A.,705.0,176.25
1285,FS6283,Cellular Italia S.p.A.,222.0,55.5
1286,FS12906,Cellular Italia S.p.A.,1392.0,348.0
1287,FS26493,Cellular Italia S.p.A.,1392.0,348.0
1288,FS44188,Cellular Italia S.p.A.,1392.0,348.0
1289,FS48037,Cellular Italia S.p.A.,284.0,71.0
1290,FS66963,Cellular Italia S.p.A.,1740.0,435.0
1291,FSEUR11616,Cellular Italia S.p.A.,11926.08,2981.52
1292,FSEUR18865,Cellular Italia S.p.A.,11926.08,2981.52
1293,FSEUR20124,Cellular Italia S.p.A.,1232.46,308.11
1294,92923,VAMA Divani di Magrini s.n.c.,35.67,8.91
1295,FCL245717,aizoOn Technology Consulting,360.0,90.0
1296,FSEUR9112,Computers House SRL,10889.19,2722.29
1297,FSEUR15149,Computers House SRL,0.0,0.0
1298,FDEUR168616,Housers,369.0,92.25
1299,FDEUR78880,Housers,92.25,23.06
1300,FDEUR81273,Housers,92.25,23.06
1301,FDEUR83649,Housers,92.25,23.06
1302,FDEUR86019,Housers,92.25,23.06
1303,FDEUR88377,Housers,92.25,23.06
1304,FDEUR89810,Housers,12.3,3.07
1305,FDEUR90784,Housers,123.0,30.75
1306,FDEUR93205,Housers,123.0,30.75
1307,FDEUR95531,Housers,123.0,30.75
1308,FDEUR97998,Housers,123.0,30.75
1309,FDEUR100556,Housers,123.0,30.75
1310,FDEUR103043,Housers,123.0,30.75
1311,FDEUR105537,Housers,123.0,30.75
1312,FDEUR106751,Housers,73.8,18.45
1313,FDEUR107863,Housers,3.69,0.92
1314,FDEUR107960,Housers,369.0,92.25
1315,FDEUR108985,Housers,59.04,14.76
1316,FDEUR110653,Housers,461.25,115.31
1317,FDEUR110815,Housers,28.29,7.07
1318,FDEUR111487,Housers,22.14,5.53
1319,FDEUR113331,Housers,522.75,130.68
1320,FDEUR116022,Housers,369.0,92.25
1321,FDEUR118622,Housers,369.0,92.25
1322,FDEUR121463,Housers,369.0,92.25
1323,FDEUR124291,Housers,369.0,92.25
1324,FDEUR126969,Housers,369.0,92.25
1325,FDEUR129985,Housers,369.0,92.25
1326,FDEUR133096,Housers,369.0,92.25
1327,FDEUR136150,Housers,369.0,92.25
1328,FDEUR139224,Housers,369.0,92.25
1329,FDEUR142189,Housers,369.0,92.25
1330,FDEUR145605,Housers,369.0,92.25
1331,FDEUR148914,Housers,369.0,92.25
1332,FDEUR152282,Housers,369.0,92.25
1333,FDEUR155526,Housers,369.0,92.25
1334,FDEUR158957,Housers,369.0,92.25
1335,FDEUR162193,Housers,369.0,92.25
1336,FDEUR18196,Housers,92.25,23.06
1337,FDEUR19528,Housers,92.25,23.06
1338,FDEUR20927,Housers,92.25,23.06
1339,FDEUR22392,Housers,92.25,23.06
1340,FDEUR23920,Housers,92.25,23.06
1341,FDEUR25514,Housers,92.25,23.06
1342,FDEUR27147,Housers,92.25,23.06
1343,FDEUR28796,Housers,92.25,23.06
1344,FDEUR30616,Housers,92.25,23.06
1345,FDEUR32429,Housers,92.25,23.06
1346,FDEUR34214,Housers,92.25,23.06
1347,FDEUR36050,Housers,92.25,23.06
1348,FDEUR37936,Housers,92.25,23.06
1349,FDEUR39784,Housers,92.25,23.06
1350,FDEUR41677,Housers,92.25,23.06
1351,FDEUR43628,Housers,92.25,23.06
1352,FDEUR45595,Housers,92.25,23.06
1353,FDEUR47648,Housers,92.25,23.06
1354,FDEUR49723,Housers,92.25,23.06
1355,FDEUR51768,Housers,92.25,23.06
1356,FDEUR54062,Housers,92.25,23.06
1357,FDEUR56257,Housers,92.25,23.06
1358,FDEUR58456,Housers,92.25,23.06
1359,FDEUR60670,Housers,92.25,23.06
1360,FDEUR62922,Housers,92.25,23.06
1361,FDEUR65195,Housers,92.25,23.06
1362,FDEUR67399,Housers,92.25,23.06
1363,FDEUR69651,Housers,92.25,23.06
1364,FDEUR71961,Housers,92.25,23.06
1365,FDEUR74322,Housers,92.25,23.06
1366,FDEUR76628,Housers,92.25,23.06
1367,FDEUR165213,Housers,369.0,92.25
1368,FSEUR8700,Mirabilandia,974.16,243.54
1369,FSEUR14593,Mirabilandia,974.16,243.54
1370,FW71,istitutoelveticoitalia,3114.36,778.59
1371,FSEUR8524,MERCATO CENTRALE HOLDING S.R.L.,1710.93,427.73
1372,FSEUR14353,MERCATO CENTRALE HOLDING S.R.L.,1710.93,427.73
1373,FSEUR13191,San Vito al Tagliamento,2302.56,575.64
1374,FSEUR8442,Temakinho SPA,0.0,0.0
1375,FSEUR8633,Temakinho SPA,806.88,201.72
1376,FSEUR14028,Temakinho SPA,6086.04,1521.51
1377,FRS133431,Pavanello,19.0,4.75
1378,FRS134380,CONESYS srl,46.74,11.68
1379,FSEUR11554,Truck Italia S.p.A.,63.96,15.99
1380,FSEUR12075,Truck Italia S.p.A.,63.96,15.99
1381,FSEUR12528,Truck Italia S.p.A.,63.96,15.99
1382,FSEUR13016,Truck Italia S.p.A.,63.96,15.99
1383,FSEUR13585,Truck Italia S.p.A.,63.96,15.99
1384,FSEUR14174,Truck Italia S.p.A.,63.96,15.99
1385,FSEUR14753,Truck Italia S.p.A.,63.96,15.99
1386,FSEUR15312,Truck Italia S.p.A.,63.96,15.99
1387,FSEUR15942,Truck Italia S.p.A.,63.96,15.99
1388,FSEUR16834,Truck Italia S.p.A.,63.96,15.99
1389,FSEUR17485,Truck Italia S.p.A.,63.96,15.99
1390,FSEUR18142,Truck Italia S.p.A.,63.96,15.99
1391,FSEUR18792,Truck Italia S.p.A.,63.96,15.99
1392,FSEUR19498,Truck Italia S.p.A.,63.96,15.99
1393,FSEUR20128,Truck Italia S.p.A.,63.96,15.99
1394,FSEUR20753,Truck Italia S.p.A.,63.96,15.99
1395,FSEUR21489,Truck Italia S.p.A.,63.96,15.99
1396,FSEUR7977,Truck Italia S.p.A.,63.96,15.99
1397,FSEUR8399,Truck Italia S.p.A.,63.96,15.99
1398,FSEUR8820,Truck Italia S.p.A.,63.96,15.99
1399,FSEUR9254,Truck Italia S.p.A.,63.96,15.99
1400,FSEUR9703,Truck Italia S.p.A.,63.96,15.99
1401,FSEUR10177,Truck Italia S.p.A.,63.96,15.99
1402,FSEUR10697,Truck Italia S.p.A.,63.96,15.99
1403,FSEUR11117,Truck Italia S.p.A.,63.96,15.99
1404,FRS134807,istitutoelveticoitalia,0.0,0.0
1405,FRS134717,Digiwow,19.0,4.75
1406,FRS139281,Digiwow,19.0,4.75
1407,FRS143494,Digiwow,19.0,4.75
1408,FRS147749,Digiwow,19.0,4.75
1409,FRS151803,Digiwow,19.0,4.75
1410,FRS135438,Xerjoff Group S.p.a.,105.0,26.25
1411,FRS139889,Xerjoff Group S.p.a.,38.0,9.5
1412,FRS144124,Xerjoff Group S.p.a.,38.0,9.5
1413,FRS148398,Xerjoff Group S.p.a.,38.0,9.5
1414,FRS152424,Xerjoff Group S.p.a.,38.0,9.5
